prism_consumer_id,prism_account_id,memo,amount,posted_date,category
4727,acc_8310,PAYCHECK_PLACEHOLDER,150.0,2022-01-04,PAYCHECK_PLACEHOLDER
4120,acc_7703,MISCELLANEOUS,120.0,2022-04-18,MISCELLANEOUS
2020,acc_5603,DEPOSIT,3.0,2023-05-10,DEPOSIT
567,acc_1676,SMALL_DOLLAR_ADVANCE,100.0,2022-10-05,SMALL_DOLLAR_ADVANCE
4104,acc_7687,EXTERNAL_TRANSFER,949.0,2022-07-26,EXTERNAL_TRANSFER
3017,acc_6600,PAYCHECK_PLACEHOLDER,269.97,2023-05-31,PAYCHECK_PLACEHOLDER
3597,acc_7180,SELF_TRANSFER,3.0,2022-10-06,SELF_TRANSFER
1398,acc_3903,INVESTMENT_INCOME,0.01,2022-01-27,INVESTMENT_INCOME
672,acc_1962,MISCELLANEOUS,18.29,2021-12-03,MISCELLANEOUS
2447,acc_6030,SMALL_DOLLAR_ADVANCE,200.0,2023-03-27,SMALL_DOLLAR_ADVANCE
2149,acc_5732,SELF_TRANSFER,247.2,2022-07-21,SELF_TRANSFER
3073,acc_6656,SELF_TRANSFER,100.0,2023-04-01,SELF_TRANSFER
1736,acc_4809,PAYCHECK_PLACEHOLDER,1895.26,2022-04-01,PAYCHECK_PLACEHOLDER
3587,acc_7170,EXTERNAL_TRANSFER,90.0,2022-07-29,EXTERNAL_TRANSFER
2328,acc_5911,PAYCHECK_PLACEHOLDER,9.99,2023-01-24,PAYCHECK_PLACEHOLDER
4034,acc_7617,EXTERNAL_TRANSFER,10.0,2022-08-29,EXTERNAL_TRANSFER
4850,acc_8433,REFUND,31.38,2022-07-08,REFUND
2986,acc_6569,MISCELLANEOUS,43.4,2022-09-12,MISCELLANEOUS
5331,acc_8914,SELF_TRANSFER,25.0,2021-10-15,SELF_TRANSFER
1589,acc_4399,EXTERNAL_TRANSFER,9475.0,2022-05-26,EXTERNAL_TRANSFER
1286,acc_3605,DEPOSIT,30.0,2021-05-21,DEPOSIT
3611,acc_7194,SMALL_DOLLAR_ADVANCE,50.0,2022-11-10,SMALL_DOLLAR_ADVANCE
2042,acc_5625,EXTERNAL_TRANSFER,492.0,2022-12-20,EXTERNAL_TRANSFER
5651,acc_9234,EXTERNAL_TRANSFER,39.4,2022-04-04,EXTERNAL_TRANSFER
752,acc_2181,EXTERNAL_TRANSFER,0.26,2021-01-10,EXTERNAL_TRANSFER
4330,acc_7913,EXTERNAL_TRANSFER,30.0,2022-08-08,EXTERNAL_TRANSFER
1488,acc_4137,PAYCHECK,738.22,2021-08-20,PAYCHECK
2969,acc_6552,SMALL_DOLLAR_ADVANCE,50.0,2022-05-26,SMALL_DOLLAR_ADVANCE
5106,acc_8689,REFUND,14.22,2021-02-09,REFUND
4146,acc_7729,MISCELLANEOUS,26.28,2022-04-27,MISCELLANEOUS
617,acc_1812,EXTERNAL_TRANSFER,1398.69,2021-10-21,EXTERNAL_TRANSFER
5242,acc_8825,EXTERNAL_TRANSFER,49.13,2022-09-06,EXTERNAL_TRANSFER
5783,acc_9366,EXTERNAL_TRANSFER,20.0,2022-05-15,EXTERNAL_TRANSFER
607,acc_1783,TAX,233.0,2022-04-26,TAX
5381,acc_8964,PAYCHECK_PLACEHOLDER,2048.61,2021-08-13,PAYCHECK_PLACEHOLDER
1815,acc_5024,TAX,300.0,2021-12-15,TAX
1313,acc_3675,EXTERNAL_TRANSFER,20.0,2020-12-21,EXTERNAL_TRANSFER
4451,acc_8034,PAYCHECK,628.28,2021-05-06,PAYCHECK
2264,acc_5847,SELF_TRANSFER,100.0,2022-10-25,SELF_TRANSFER
419,acc_1245,PAYCHECK_PLACEHOLDER,16.26,2021-12-28,PAYCHECK_PLACEHOLDER
4096,acc_7679,EXTERNAL_TRANSFER,39.3,2022-07-18,EXTERNAL_TRANSFER
4418,acc_8001,DEPOSIT,26.0,2022-02-16,DEPOSIT
4415,acc_7998,EXTERNAL_TRANSFER,40.0,2022-07-05,EXTERNAL_TRANSFER
5333,acc_8916,INVESTMENT_INCOME,300.0,2021-11-09,INVESTMENT_INCOME
1954,acc_5445,PAYCHECK,456.25,2022-10-14,PAYCHECK
3397,acc_6980,DEPOSIT,46.0,2022-12-22,DEPOSIT
5258,acc_8841,SELF_TRANSFER,100.0,2021-10-01,SELF_TRANSFER
2185,acc_5768,EXTERNAL_TRANSFER,53.15,2022-11-29,EXTERNAL_TRANSFER
1227,acc_3465,SELF_TRANSFER,150.0,2022-10-19,SELF_TRANSFER
1603,acc_4444,PAYCHECK_PLACEHOLDER,5532.09,2018-03-20,PAYCHECK_PLACEHOLDER
979,acc_2770,DEPOSIT,1000.0,2022-08-18,DEPOSIT
5800,acc_9383,DEPOSIT,600.0,2022-06-03,DEPOSIT
3854,acc_7437,EXTERNAL_TRANSFER,80.0,2022-11-12,EXTERNAL_TRANSFER
5668,acc_9251,EXTERNAL_TRANSFER,124.41,2022-09-21,EXTERNAL_TRANSFER
4856,acc_8439,EXTERNAL_TRANSFER,225.0,2021-09-29,EXTERNAL_TRANSFER
4187,acc_7770,EXTERNAL_TRANSFER,2981.41,2021-07-08,EXTERNAL_TRANSFER
5655,acc_9238,SELF_TRANSFER,954.0,2022-02-04,SELF_TRANSFER
2328,acc_5911,MISCELLANEOUS,50.0,2022-11-28,MISCELLANEOUS
2624,acc_6207,SELF_TRANSFER,5.0,2023-01-17,SELF_TRANSFER
814,acc_2343,SELF_TRANSFER,1.0,2022-05-31,SELF_TRANSFER
3105,acc_6688,PAYCHECK_PLACEHOLDER,1260.04,2022-08-25,PAYCHECK_PLACEHOLDER
3067,acc_6650,MISCELLANEOUS,4.99,2023-03-16,MISCELLANEOUS
2395,acc_5978,EXTERNAL_TRANSFER,200.0,2022-08-29,EXTERNAL_TRANSFER
2915,acc_6498,EXTERNAL_TRANSFER,100.0,2023-01-06,EXTERNAL_TRANSFER
483,acc_1413,SELF_TRANSFER,0.47,2022-05-29,SELF_TRANSFER
2921,acc_6504,MISCELLANEOUS,200.0,2023-01-25,MISCELLANEOUS
4026,acc_7609,MISCELLANEOUS,22.0,2022-07-24,MISCELLANEOUS
1255,acc_3537,SELF_TRANSFER,0.9,2021-09-29,SELF_TRANSFER
13,acc_32,INVESTMENT_INCOME,0.03,2021-09-08,INVESTMENT_INCOME
3073,acc_6656,SELF_TRANSFER,40.0,2023-03-23,SELF_TRANSFER
4508,acc_8091,SMALL_DOLLAR_ADVANCE,602.1,2022-10-14,SMALL_DOLLAR_ADVANCE
5450,acc_9033,REFUND,29.29,2021-02-16,REFUND
579,acc_1707,DEPOSIT,100.0,2023-01-03,DEPOSIT
3544,acc_7127,PAYCHECK,1652.15,2023-02-02,PAYCHECK
3852,acc_7435,SMALL_DOLLAR_ADVANCE,15.0,2022-09-12,SMALL_DOLLAR_ADVANCE
3896,acc_7479,EXTERNAL_TRANSFER,25.0,2023-03-31,EXTERNAL_TRANSFER
858,acc_2476,EXTERNAL_TRANSFER,50.0,2022-08-02,EXTERNAL_TRANSFER
4633,acc_8216,PAYCHECK_PLACEHOLDER,1217.64,2022-04-21,PAYCHECK_PLACEHOLDER
5052,acc_8635,DEPOSIT,70.0,2022-07-11,DEPOSIT
2858,acc_6441,EXTERNAL_TRANSFER,20.0,2022-09-30,EXTERNAL_TRANSFER
3683,acc_7266,EXTERNAL_TRANSFER,100.0,2022-09-22,EXTERNAL_TRANSFER
5737,acc_9320,DEPOSIT,1500.0,2021-06-07,DEPOSIT
2983,acc_6566,PAYCHECK_PLACEHOLDER,300.0,2023-05-18,PAYCHECK_PLACEHOLDER
751,acc_2178,EXTERNAL_TRANSFER,8.0,2022-11-07,EXTERNAL_TRANSFER
1887,acc_5246,PAYCHECK_PLACEHOLDER,2174.59,2021-06-04,PAYCHECK_PLACEHOLDER
2045,acc_5628,SELF_TRANSFER,100.0,2022-06-17,SELF_TRANSFER
1871,acc_5204,EXTERNAL_TRANSFER,15.0,2022-05-20,EXTERNAL_TRANSFER
124,acc_348,EXTERNAL_TRANSFER,2000.0,2021-04-30,EXTERNAL_TRANSFER
739,acc_2144,SELF_TRANSFER,2.0,2021-01-27,SELF_TRANSFER
2536,acc_6119,LOAN,50.0,2023-05-11,LOAN
190,acc_546,EXTERNAL_TRANSFER,5.0,2021-05-06,EXTERNAL_TRANSFER
5395,acc_8978,MISCELLANEOUS,125.19,2021-02-12,MISCELLANEOUS
1968,acc_5488,EXTERNAL_TRANSFER,500.0,2021-08-16,EXTERNAL_TRANSFER
2003,acc_5586,SELF_TRANSFER,60.0,2023-04-12,SELF_TRANSFER
3350,acc_6933,EXTERNAL_TRANSFER,50.0,2022-06-10,EXTERNAL_TRANSFER
1501,acc_4176,PAYCHECK_PLACEHOLDER,3698.96,2023-02-15,PAYCHECK_PLACEHOLDER
4828,acc_8411,INVESTMENT_INCOME,1.08,2021-12-31,INVESTMENT_INCOME
2568,acc_6151,EXTERNAL_TRANSFER,124.78,2023-01-03,EXTERNAL_TRANSFER
2497,acc_6080,DEPOSIT,415.78,2022-09-09,DEPOSIT
3582,acc_7165,PAYCHECK_PLACEHOLDER,990.28,2022-09-16,PAYCHECK_PLACEHOLDER
5206,acc_8789,MISCELLANEOUS,1600.0,2022-05-18,MISCELLANEOUS
4120,acc_7703,MISCELLANEOUS,10.0,2022-04-21,MISCELLANEOUS
1757,acc_4864,MISCELLANEOUS,710.64,2022-09-14,MISCELLANEOUS
2639,acc_6222,EXTERNAL_TRANSFER,73.01,2023-01-20,EXTERNAL_TRANSFER
4120,acc_7703,PAYCHECK_PLACEHOLDER,15.01,2021-10-14,PAYCHECK_PLACEHOLDER
446,acc_1307,DEPOSIT,460.0,2022-09-30,DEPOSIT
5152,acc_8735,EXTERNAL_TRANSFER,100.0,2021-11-03,EXTERNAL_TRANSFER
4395,acc_7978,OTHER_BENEFITS,649.0,2021-06-03,OTHER_BENEFITS
158,acc_464,DEPOSIT,325.0,2022-05-26,DEPOSIT
2847,acc_6430,SMALL_DOLLAR_ADVANCE,175.0,2022-09-16,SMALL_DOLLAR_ADVANCE
1870,acc_5196,PAYCHECK,844.87,2018-06-06,PAYCHECK
3915,acc_7498,SELF_TRANSFER,9.0,2022-09-16,SELF_TRANSFER
4501,acc_8084,PAYCHECK,998.31,2022-05-19,PAYCHECK
4468,acc_8051,EXTERNAL_TRANSFER,300.0,2022-07-05,EXTERNAL_TRANSFER
2023,acc_5606,EXTERNAL_TRANSFER,30.0,2022-09-22,EXTERNAL_TRANSFER
3205,acc_6788,SMALL_DOLLAR_ADVANCE,100.0,2022-11-24,SMALL_DOLLAR_ADVANCE
2685,acc_6268,SMALL_DOLLAR_ADVANCE,50.0,2022-09-16,SMALL_DOLLAR_ADVANCE
5737,acc_9320,SELF_TRANSFER,100.0,2021-08-02,SELF_TRANSFER
1104,acc_3128,DEPOSIT,150.0,2021-05-01,DEPOSIT
5442,acc_9025,DEPOSIT,600.0,2022-06-06,DEPOSIT
5417,acc_9000,SELF_TRANSFER,250.0,2021-10-18,SELF_TRANSFER
1571,acc_4348,SELF_TRANSFER,200.0,2022-03-17,SELF_TRANSFER
486,acc_1418,DEPOSIT,40.77,2021-01-25,DEPOSIT
2335,acc_5918,PAYCHECK,574.82,2022-09-07,PAYCHECK
1688,acc_4672,SELF_TRANSFER,215.83,2022-06-13,SELF_TRANSFER
569,acc_1680,EXTERNAL_TRANSFER,6.0,2022-05-10,EXTERNAL_TRANSFER
4904,acc_8487,DEPOSIT,381.33,2022-08-05,DEPOSIT
281,acc_861,SELF_TRANSFER,2.0,2021-11-02,SELF_TRANSFER
4701,acc_8284,EXTERNAL_TRANSFER,30.0,2021-11-19,EXTERNAL_TRANSFER
1914,acc_5319,DEPOSIT,1000.0,2020-12-30,DEPOSIT
5469,acc_9052,EXTERNAL_TRANSFER,63.21,2021-04-07,EXTERNAL_TRANSFER
1871,acc_5202,PAYCHECK_PLACEHOLDER,300.0,2022-01-21,PAYCHECK_PLACEHOLDER
1127,acc_3199,MISCELLANEOUS,250.0,2021-08-13,MISCELLANEOUS
1091,acc_3091,INVESTMENT_INCOME,0.09,2020-12-17,INVESTMENT_INCOME
5188,acc_8771,EXTERNAL_TRANSFER,995.0,2022-08-22,EXTERNAL_TRANSFER
1750,acc_4852,SELF_TRANSFER,200.0,2022-08-05,SELF_TRANSFER
1939,acc_5408,PAYCHECK,2532.43,2020-12-03,PAYCHECK
3422,acc_7005,SELF_TRANSFER,5.0,2023-05-22,SELF_TRANSFER
4840,acc_8423,SMALL_DOLLAR_ADVANCE,20.0,2022-05-20,SMALL_DOLLAR_ADVANCE
818,acc_2355,SELF_TRANSFER,243.5,2022-02-28,SELF_TRANSFER
470,acc_1377,SELF_TRANSFER,2700.0,2020-07-17,SELF_TRANSFER
1915,acc_5322,EXTERNAL_TRANSFER,400.0,2023-02-17,EXTERNAL_TRANSFER
5849,acc_9432,DEPOSIT,50.0,2022-07-26,DEPOSIT
3916,acc_7499,EXTERNAL_TRANSFER,30.0,2022-11-02,EXTERNAL_TRANSFER
1246,acc_3512,PAYCHECK,3536.5,2023-02-24,PAYCHECK
1994,acc_5573,DEPOSIT,550.0,2022-06-21,DEPOSIT
2762,acc_6345,EXTERNAL_TRANSFER,5.0,2022-12-06,EXTERNAL_TRANSFER
1430,acc_3991,DEPOSIT,95.41,2021-08-19,DEPOSIT
3114,acc_6697,EXTERNAL_TRANSFER,21.23,2022-08-08,EXTERNAL_TRANSFER
4033,acc_7616,REFUND,133.75,2021-08-17,REFUND
4636,acc_8219,EXTERNAL_TRANSFER,19.7,2022-01-12,EXTERNAL_TRANSFER
2596,acc_6179,EXTERNAL_TRANSFER,9.75,2022-11-04,EXTERNAL_TRANSFER
29,acc_81,SELF_TRANSFER,3.0,2022-04-18,SELF_TRANSFER
3123,acc_6706,PAYCHECK_PLACEHOLDER,22.96,2022-10-19,PAYCHECK_PLACEHOLDER
2910,acc_6493,EXTERNAL_TRANSFER,90.24,2022-08-01,EXTERNAL_TRANSFER
3014,acc_6597,DEPOSIT,63.86,2022-11-24,DEPOSIT
5348,acc_8931,EXTERNAL_TRANSFER,64.02,2021-10-26,EXTERNAL_TRANSFER
5403,acc_8986,SELF_TRANSFER,200.0,2021-03-19,SELF_TRANSFER
4081,acc_7664,EXTERNAL_TRANSFER,280.0,2022-05-26,EXTERNAL_TRANSFER
5327,acc_8910,REFUND,151.33,2022-05-12,REFUND
2783,acc_6366,MISCELLANEOUS,200.0,2022-08-16,MISCELLANEOUS
4871,acc_8454,OTHER_BENEFITS,1688.12,2021-07-26,OTHER_BENEFITS
5021,acc_8604,EXTERNAL_TRANSFER,117.0,2021-12-28,EXTERNAL_TRANSFER
1155,acc_3268,DEPOSIT,1000.0,2022-05-27,DEPOSIT
5472,acc_9055,SELF_TRANSFER,64.0,2022-07-12,SELF_TRANSFER
5650,acc_9233,SELF_TRANSFER,350.0,2021-06-04,SELF_TRANSFER
5650,acc_9233,EXTERNAL_TRANSFER,1.0,2022-08-01,EXTERNAL_TRANSFER
3381,acc_6964,EXTERNAL_TRANSFER,25.0,2022-09-18,EXTERNAL_TRANSFER
1294,acc_3623,PAYCHECK,1770.07,2022-06-17,PAYCHECK
5178,acc_8761,REFUND,160.68,2021-06-02,REFUND
567,acc_1676,SMALL_DOLLAR_ADVANCE,5.0,2022-10-07,SMALL_DOLLAR_ADVANCE
5059,acc_8642,MISCELLANEOUS,44.0,2022-01-03,MISCELLANEOUS
5205,acc_8788,EXTERNAL_TRANSFER,40.0,2022-08-15,EXTERNAL_TRANSFER
258,acc_780,EXTERNAL_TRANSFER,510.04,2022-03-24,EXTERNAL_TRANSFER
5513,acc_9096,MISCELLANEOUS,11.95,2021-04-25,MISCELLANEOUS
449,acc_1321,DEPOSIT,1280.0,2021-09-15,DEPOSIT
1115,acc_3160,SELF_TRANSFER,8.0,2022-01-25,SELF_TRANSFER
5613,acc_9196,SELF_TRANSFER,30.0,2022-02-16,SELF_TRANSFER
3900,acc_7483,PAYCHECK_PLACEHOLDER,1174.55,2023-02-27,PAYCHECK_PLACEHOLDER
4916,acc_8499,PAYCHECK,358.51,2021-07-15,PAYCHECK
4343,acc_7926,EXTERNAL_TRANSFER,160.0,2022-08-23,EXTERNAL_TRANSFER
3829,acc_7412,EXTERNAL_TRANSFER,72.7,2022-11-03,EXTERNAL_TRANSFER
1552,acc_4302,DEPOSIT,250.0,2022-02-14,DEPOSIT
4183,acc_7766,EXTERNAL_TRANSFER,1850.0,2021-05-12,EXTERNAL_TRANSFER
1021,acc_2887,PAYCHECK_PLACEHOLDER,3153.73,2022-08-19,PAYCHECK_PLACEHOLDER
1115,acc_3160,SELF_TRANSFER,5.0,2021-08-20,SELF_TRANSFER
1845,acc_5115,DEPOSIT,33.31,2021-12-31,DEPOSIT
3416,acc_6999,SELF_TRANSFER,3.0,2023-04-28,SELF_TRANSFER
1922,acc_5354,EXTERNAL_TRANSFER,715.1,2022-02-25,EXTERNAL_TRANSFER
5812,acc_9395,DEPOSIT,1231.47,2020-12-30,DEPOSIT
4494,acc_8077,DEPOSIT,100.0,2021-12-29,DEPOSIT
2945,acc_6528,PAYCHECK,974.51,2023-02-02,PAYCHECK
627,acc_1833,SELF_TRANSFER,100.0,2021-08-02,SELF_TRANSFER
5080,acc_8663,PAYCHECK_PLACEHOLDER,350.0,2021-07-16,PAYCHECK_PLACEHOLDER
603,acc_1773,PAYCHECK_PLACEHOLDER,811.29,2022-08-05,PAYCHECK_PLACEHOLDER
3585,acc_7168,PAYCHECK_PLACEHOLDER,2974.61,2023-05-11,PAYCHECK_PLACEHOLDER
1496,acc_4162,EXTERNAL_TRANSFER,200.0,2022-04-25,EXTERNAL_TRANSFER
1127,acc_3196,SELF_TRANSFER,1.36,2021-09-17,SELF_TRANSFER
3117,acc_6700,EXTERNAL_TRANSFER,50.0,2023-03-29,EXTERNAL_TRANSFER
1203,acc_3402,DEPOSIT,90.0,2021-08-03,DEPOSIT
3169,acc_6752,SELF_TRANSFER,140.0,2022-11-18,SELF_TRANSFER
5436,acc_9019,DEPOSIT,1080.0,2022-05-13,DEPOSIT
3966,acc_7549,EXTERNAL_TRANSFER,20.0,2023-03-28,EXTERNAL_TRANSFER
2057,acc_5640,SELF_TRANSFER,94.0,2022-10-07,SELF_TRANSFER
1286,acc_3604,PAYCHECK,3369.05,2022-02-18,PAYCHECK
543,acc_1603,EXTERNAL_TRANSFER,86.13,2021-10-21,EXTERNAL_TRANSFER
917,acc_2632,SELF_TRANSFER,3.0,2022-02-23,SELF_TRANSFER
1697,acc_4700,PAYCHECK,1530.62,2021-11-05,PAYCHECK
377,acc_1119,MISCELLANEOUS,90.0,2021-07-06,MISCELLANEOUS
2306,acc_5889,EXTERNAL_TRANSFER,26.06,2023-03-18,EXTERNAL_TRANSFER
183,acc_524,TAX,4754.0,2020-04-15,TAX
2108,acc_5691,INVESTMENT_INCOME,0.02,2023-01-31,INVESTMENT_INCOME
627,acc_1836,SELF_TRANSFER,1500.0,2022-04-26,SELF_TRANSFER
951,acc_2700,DEPOSIT,211.0,2023-03-08,DEPOSIT
4731,acc_8314,REFUND,1.0,2022-10-01,REFUND
4378,acc_7961,PAYCHECK_PLACEHOLDER,178.89,2021-06-22,PAYCHECK_PLACEHOLDER
1077,acc_3043,SELF_TRANSFER,522.61,2023-01-06,SELF_TRANSFER
3772,acc_7355,REFUND,1500.0,2023-01-30,REFUND
2863,acc_6446,EXTERNAL_TRANSFER,700.0,2023-01-06,EXTERNAL_TRANSFER
554,acc_1635,EXTERNAL_TRANSFER,3009.25,2022-03-15,EXTERNAL_TRANSFER
1569,acc_4343,DEPOSIT,4500.0,2022-02-16,DEPOSIT
4021,acc_7604,EXTERNAL_TRANSFER,500.0,2021-10-01,EXTERNAL_TRANSFER
1870,acc_5198,SELF_TRANSFER,200.0,2019-04-08,SELF_TRANSFER
4901,acc_8484,DEPOSIT,7252.45,2022-10-19,DEPOSIT
3082,acc_6665,EXTERNAL_TRANSFER,8.37,2023-03-10,EXTERNAL_TRANSFER
2385,acc_5968,EXTERNAL_TRANSFER,17.68,2023-07-02,EXTERNAL_TRANSFER
2150,acc_5733,EXTERNAL_TRANSFER,58.95,2023-04-15,EXTERNAL_TRANSFER
1602,acc_4437,INVESTMENT_INCOME,4.3,2022-04-25,INVESTMENT_INCOME
4074,acc_7657,SELF_TRANSFER,73.0,2022-07-20,SELF_TRANSFER
2625,acc_6208,EXTERNAL_TRANSFER,29.48,2022-10-26,EXTERNAL_TRANSFER
1776,acc_4931,DEPOSIT,45.0,2022-09-04,DEPOSIT
4788,acc_8371,SELF_TRANSFER,10.81,2022-10-11,SELF_TRANSFER
3169,acc_6752,EXTERNAL_TRANSFER,45.0,2022-07-27,EXTERNAL_TRANSFER
5749,acc_9332,DEPOSIT,1000.0,2022-04-11,DEPOSIT
3892,acc_7475,EXTERNAL_TRANSFER,100.0,2023-02-10,EXTERNAL_TRANSFER
3651,acc_7234,SELF_TRANSFER,10.0,2022-08-17,SELF_TRANSFER
4002,acc_7585,DEPOSIT,31.0,2022-08-12,DEPOSIT
3134,acc_6717,MISCELLANEOUS,0.04,2022-10-03,MISCELLANEOUS
5884,acc_9467,REFUND,9.56,2022-09-19,REFUND
1628,acc_4511,INVESTMENT_INCOME,1.6,2020-10-31,INVESTMENT_INCOME
3967,acc_7550,EXTERNAL_TRANSFER,9.72,2022-06-09,EXTERNAL_TRANSFER
4771,acc_8354,DEPOSIT,2900.0,2021-05-09,DEPOSIT
3322,acc_6905,EXTERNAL_TRANSFER,500.0,2022-12-19,EXTERNAL_TRANSFER
5853,acc_9436,SELF_TRANSFER,0.3,2022-11-15,SELF_TRANSFER
4619,acc_8202,EXTERNAL_TRANSFER,3.0,2022-03-31,EXTERNAL_TRANSFER
1653,acc_4569,SELF_TRANSFER,100.0,2021-09-21,SELF_TRANSFER
4538,acc_8121,SMALL_DOLLAR_ADVANCE,100.0,2022-12-03,SMALL_DOLLAR_ADVANCE
3044,acc_6627,SELF_TRANSFER,10.0,2023-01-17,SELF_TRANSFER
865,acc_2491,REFUND,160.45,2022-09-30,REFUND
1741,acc_4819,SELF_TRANSFER,34.0,2020-08-18,SELF_TRANSFER
5366,acc_8949,MISCELLANEOUS,681.17,2021-12-09,MISCELLANEOUS
490,acc_1430,UNEMPLOYMENT_BENEFITS,262.5,2021-07-13,UNEMPLOYMENT_BENEFITS
5555,acc_9138,EXTERNAL_TRANSFER,650.0,2022-03-07,EXTERNAL_TRANSFER
2982,acc_6565,EXTERNAL_TRANSFER,7.0,2022-08-01,EXTERNAL_TRANSFER
2405,acc_5988,EXTERNAL_TRANSFER,245.62,2023-01-26,EXTERNAL_TRANSFER
4731,acc_8314,LOAN,100.0,2022-05-17,LOAN
1518,acc_4221,REFUND,2109.36,2020-06-12,REFUND
1369,acc_3827,LOAN,1500.0,2021-09-03,LOAN
2937,acc_6520,EXTERNAL_TRANSFER,903.93,2023-06-01,EXTERNAL_TRANSFER
1794,acc_4966,SELF_TRANSFER,300.0,2020-06-05,SELF_TRANSFER
3144,acc_6727,DEPOSIT,0.01,2023-02-18,DEPOSIT
5039,acc_8622,EXTERNAL_TRANSFER,90.0,2021-09-16,EXTERNAL_TRANSFER
2289,acc_5872,SELF_TRANSFER,134.0,2022-10-03,SELF_TRANSFER
4410,acc_7993,LOAN,6126.0,2021-04-02,LOAN
3582,acc_7165,SELF_TRANSFER,221.0,2022-09-17,SELF_TRANSFER
3243,acc_6826,DEPOSIT,4.75,2022-09-11,DEPOSIT
1552,acc_4303,INVESTMENT_INCOME,0.23,2020-07-31,INVESTMENT_INCOME
5519,acc_9102,REFUND,119.84,2022-10-13,REFUND
2646,acc_6229,PAYCHECK,935.04,2023-06-22,PAYCHECK
1552,acc_4302,SELF_TRANSFER,502.0,2021-12-28,SELF_TRANSFER
981,acc_2776,INVESTMENT_INCOME,0.1,2022-06-13,INVESTMENT_INCOME
4120,acc_7703,MISCELLANEOUS,17.1,2021-02-08,MISCELLANEOUS
758,acc_2195,EXTERNAL_TRANSFER,8.54,2020-08-17,EXTERNAL_TRANSFER
991,acc_2807,EXTERNAL_TRANSFER,450.0,2022-05-25,EXTERNAL_TRANSFER
450,acc_1324,SELF_TRANSFER,17.0,2021-09-14,SELF_TRANSFER
874,acc_2519,EXTERNAL_TRANSFER,517.16,2022-05-16,EXTERNAL_TRANSFER
5266,acc_8849,EXTERNAL_TRANSFER,35.0,2021-06-21,EXTERNAL_TRANSFER
5756,acc_9339,DEPOSIT,100.0,2021-03-12,DEPOSIT
617,acc_1812,DEPOSIT,2000.0,2022-06-27,DEPOSIT
964,acc_2730,MISCELLANEOUS,1000.0,2022-02-10,MISCELLANEOUS
4738,acc_8321,MISCELLANEOUS,86.8,2022-06-17,MISCELLANEOUS
107,acc_305,DEPOSIT,145.36,2022-04-12,DEPOSIT
5528,acc_9111,PAYCHECK,373.24,2022-05-25,PAYCHECK
4424,acc_8007,EXTERNAL_TRANSFER,40.0,2022-06-03,EXTERNAL_TRANSFER
4052,acc_7635,DEPOSIT,20.0,2022-01-20,DEPOSIT
2159,acc_5742,SELF_TRANSFER,990.0,2022-11-04,SELF_TRANSFER
25,acc_67,EXTERNAL_TRANSFER,5.0,2020-06-17,EXTERNAL_TRANSFER
5472,acc_9055,EXTERNAL_TRANSFER,24.31,2021-03-03,EXTERNAL_TRANSFER
5242,acc_8825,EXTERNAL_TRANSFER,39.3,2022-09-15,EXTERNAL_TRANSFER
2552,acc_6135,REFUND,37.79,2023-02-27,REFUND
995,acc_2816,MISCELLANEOUS,100.0,2020-08-07,MISCELLANEOUS
4960,acc_8543,PAYCHECK,291.71,2022-02-04,PAYCHECK
4403,acc_7986,EXTERNAL_TRANSFER,25.0,2021-10-25,EXTERNAL_TRANSFER
1445,acc_4028,EXTERNAL_TRANSFER,10.0,2021-11-18,EXTERNAL_TRANSFER
2036,acc_5619,SELF_TRANSFER,10.0,2022-08-14,SELF_TRANSFER
2703,acc_6286,DEPOSIT,39.4,2022-05-16,DEPOSIT
2306,acc_5889,SELF_TRANSFER,139.0,2022-12-17,SELF_TRANSFER
5840,acc_9423,EXTERNAL_TRANSFER,2130.0,2022-12-14,EXTERNAL_TRANSFER
541,acc_1592,DEPOSIT,370.0,2022-03-03,DEPOSIT
4241,acc_7824,REFUND,41.01,2022-08-08,REFUND
3368,acc_6951,EXTERNAL_TRANSFER,81.59,2023-01-19,EXTERNAL_TRANSFER
2470,acc_6053,SELF_TRANSFER,20.0,2023-05-08,SELF_TRANSFER
2833,acc_6416,SMALL_DOLLAR_ADVANCE,100.0,2022-10-07,SMALL_DOLLAR_ADVANCE
5494,acc_9077,EXTERNAL_TRANSFER,18.0,2022-01-01,EXTERNAL_TRANSFER
3108,acc_6691,SELF_TRANSFER,1.78,2022-10-03,SELF_TRANSFER
2588,acc_6171,MISCELLANEOUS,77.62,2022-09-29,MISCELLANEOUS
3595,acc_7178,EXTERNAL_TRANSFER,70.63,2022-06-26,EXTERNAL_TRANSFER
1122,acc_3180,EXTERNAL_TRANSFER,36.45,2021-08-03,EXTERNAL_TRANSFER
1388,acc_3879,INVESTMENT_INCOME,0.01,2020-10-25,INVESTMENT_INCOME
5774,acc_9357,MISCELLANEOUS,75.0,2021-09-28,MISCELLANEOUS
1079,acc_3050,SELF_TRANSFER,200.0,2021-09-21,SELF_TRANSFER
2536,acc_6119,SELF_TRANSFER,10.76,2023-03-30,SELF_TRANSFER
3836,acc_7419,MISCELLANEOUS,17.02,2022-12-25,MISCELLANEOUS
4355,acc_7938,REFUND,35.1,2022-07-21,REFUND
5160,acc_8743,EXTERNAL_TRANSFER,108.35,2022-10-07,EXTERNAL_TRANSFER
