prism_consumer_id,prism_account_id,memo,amount,posted_date,category
215,acc_642,Starbucks,11.07,2023-02-10,FOOD_AND_BEVERAGES
3407,acc_6990,Wendy's,15.46,2022-09-14,FOOD_AND_BEVERAGES
4660,acc_8243,ESSENTIAL_SERVICES,10.0,2021-02-16,ESSENTIAL_SERVICES
4968,acc_8551,EXTERNAL_TRANSFER,400.0,2021-11-18,EXTERNAL_TRANSFER
3804,acc_7387,Family Dollar,35.34,2023-04-13,GENERAL_MERCHANDISE
3021,acc_6604,APPLE CASH 1INFINITELOOP,25.0,2023-01-26,GENERAL_MERCHANDISE
4602,acc_8185,EXTERNAL_TRANSFER,36.42,2022-09-16,EXTERNAL_TRANSFER
751,acc_2178,Amazon Prime,14.32,2021-12-30,GENERAL_MERCHANDISE
3209,acc_6792,AUTOMOTIVE,8.78,2022-10-22,AUTOMOTIVE
1442,acc_4020,ESSENTIAL_SERVICES,26.0,2021-03-19,ESSENTIAL_SERVICES
3028,acc_6611,Amazon,20.24,2022-09-16,GENERAL_MERCHANDISE
5000,acc_8583,ACCOUNT_FEES,0.23,2021-04-19,ACCOUNT_FEES
734,acc_2126,ATM_CASH,50.0,2022-04-28,ATM_CASH
1130,acc_3204,ATM_CASH,83.5,2022-06-08,ATM_CASH
4255,acc_7838,AUTOMOTIVE,19.0,2021-07-06,AUTOMOTIVE
615,acc_1806,CREDIT_CARD_PAYMENT,200.0,2022-10-03,CREDIT_CARD_PAYMENT
5461,acc_9044,PURCHASE AUTHORIZED ON 08/28 LATITUDE SEAFOOD C XXX-XXXXXXX VA SXXXXXXXXXXXXXXX CARD XXXX,44.06,2022-08-30,GROCERIES
501,acc_1463,LOAN,0.45,2022-07-08,LOAN
5732,acc_9315,ESSENTIAL_SERVICES,116.2,2022-06-26,ESSENTIAL_SERVICES
1060,acc_2997,EXTERNAL_TRANSFER,21.97,2021-06-11,EXTERNAL_TRANSFER
2027,acc_5610,Amazon,14.99,2023-04-19,GENERAL_MERCHANDISE
368,acc_1093,McDonald's,26.0,2022-03-17,FOOD_AND_BEVERAGES
4850,acc_8433,EXTERNAL_TRANSFER,41.99,2021-03-22,EXTERNAL_TRANSFER
488,acc_1426,ENTERTAINMENT,8.99,2021-10-22,ENTERTAINMENT
1766,acc_4890,RAYS MINI MART,2.5,2021-04-01,GENERAL_MERCHANDISE
4830,acc_8413,UNCATEGORIZED,84.3,2022-05-24,UNCATEGORIZED
4847,acc_8430,PURCHASE AUTHORIZED ON 11/23 WM SUPERC Wal-Mart Sup MIAMI GARDENS FL PXXXXXXXXXXXXXXX CARD XXXX,25.18,2021-11-24,GROCERIES
1762,acc_4879,MERCHANT-ISSUED PAYMENT CARD TARGET DEBIT CRD ACH TRAN XXXXXX XXXXXXXXXXXXXXX 176 TARGET - HIGHLANDS RAN C,25.22,2022-01-28,GROCERIES
865,acc_2494,DDA PUR XXXXXX DAVE WONGS STOCKTON CA DAVE WONGS,80.0,2023-02-06,FOOD_AND_BEVERAGES
1104,acc_3127,ATM_CASH,100.0,2020-12-30,ATM_CASH
1959,acc_5466,EXTERNAL_TRANSFER,270.0,2021-08-16,EXTERNAL_TRANSFER
541,acc_1592,EXTERNAL_TRANSFER,150.0,2022-03-25,EXTERNAL_TRANSFER
4055,acc_7638,PURCHASE AUTHORIZED ON 02/15 MCDONALD'S FXXXX ALLENTOWN PA SXXXXXXXXXXXXXXX CARD XXXX,12.8,2022-02-16,FOOD_AND_BEVERAGES
4785,acc_8368,APPLE.COM/BILL XXX-XXX-XXXX CA               11/05,2.99,2022-11-07,GENERAL_MERCHANDISE
3650,acc_7233,SELF_TRANSFER,80.0,2022-12-05,SELF_TRANSFER
4179,acc_7762,EXTERNAL_TRANSFER,20.99,2022-09-26,EXTERNAL_TRANSFER
2571,acc_6154,ATM_CASH,20.0,2022-05-31,ATM_CASH
367,acc_1091,SELF_TRANSFER,20.0,2022-01-18,SELF_TRANSFER
5495,acc_9078,AMAZON COM ZRXXXXWF3 AMZ,278.18,2020-12-23,GENERAL_MERCHANDISE
5843,acc_9426,CREDIT_CARD_PAYMENT,78.81,2021-04-02,CREDIT_CARD_PAYMENT
3863,acc_7446,TST* Library Taver 02-22 Washington DC XXXX DEBIT CARD PURCHASE,20.6,2023-02-23,FOOD_AND_BEVERAGES
1400,acc_3907,CREDIT_CARD_PAYMENT,100.0,2020-10-08,CREDIT_CARD_PAYMENT
2010,acc_5593,CREDIT_CARD_PAYMENT,100.0,2023-03-16,CREDIT_CARD_PAYMENT
3376,acc_6959,Uber,9.92,2023-03-14,TRAVEL
570,acc_1682,ESSENTIAL_SERVICES,111.48,2021-10-20,ESSENTIAL_SERVICES
2325,acc_5908,EXTERNAL_TRANSFER,6.32,2023-07-01,EXTERNAL_TRANSFER
771,acc_2225,UNCATEGORIZED,59.99,2020-11-05,UNCATEGORIZED
4541,acc_8124,EXTERNAL_TRANSFER,30.0,2021-06-21,EXTERNAL_TRANSFER
1464,acc_4076,Starbucks,10.5,2021-05-10,FOOD_AND_BEVERAGES
410,acc_1219,TAX,771.5,2021-02-25,TAX
1653,acc_4568,CHECKCARD XXXX UNDERARMOUR MD XXXXXXXXXXXXXXXXXXXXXXX,31.93,2022-01-13,GENERAL_MERCHANDISE
523,acc_1537,PAINTED TREE MARKETPLAC DDA PIN POS PUR CDXXXX LITTLE ROCK AR#XXXXXXXXXXX,30.95,2022-03-07,GROCERIES
1894,acc_5260,EXTERNAL_TRANSFER,21.5,2021-02-01,EXTERNAL_TRANSFER
4039,acc_7622,UNCATEGORIZED,125.0,2022-08-15,UNCATEGORIZED
5110,acc_8693,INSURANCE,81.53,2022-10-24,INSURANCE
3963,acc_7546,AUTOMOTIVE,8.7,2022-09-30,AUTOMOTIVE
5360,acc_8943,WAL-MART #XXXX,10.74,2021-01-08,GROCERIES
1228,acc_3466,ESSENTIAL_SERVICES,142.58,2021-03-17,ESSENTIAL_SERVICES
2686,acc_6269,AUTOMOTIVE,36.46,2022-09-16,AUTOMOTIVE
5461,acc_9044,PURCHASE AUTHORIZED ON 08/24 CHICK-FIL-A #XXXXX RICHMOND VA SXXXXXXXXXXXXXXX CARD XXXX,12.77,2022-08-26,FOOD_AND_BEVERAGES
4451,acc_8034,CREDIT_CARD_PAYMENT,43.0,2022-04-22,CREDIT_CARD_PAYMENT
875,acc_2522,ENTERTAINMENT,10.9,2022-07-05,ENTERTAINMENT
1039,acc_2935,MACYS DES:AUTO PYMT ID:XXXXXXXXXXXXXXX INDN:MYRNA G BLEVINS CO ID:CITIAUTFDR WEB,79.0,2022-04-25,GENERAL_MERCHANDISE
2804,acc_6387,Pos Debit- XXXX XXXX microsoft,7.99,2022-12-05,GENERAL_MERCHANDISE
4998,acc_8581,PURCHASE AUTHORIZED ON 10/02 PUBLIX SUPER MAR XXXX 34T ST PETERSBURG FL PXXXXXXXXXXXXXXXXX CARD XXXX,3.72,2020-10-02,GROCERIES
4840,acc_8423,ESSENTIAL_SERVICES,80.91,2022-08-15,ESSENTIAL_SERVICES
206,acc_614,Amazon Kindle Unlimited,10.94,2022-05-31,GENERAL_MERCHANDISE
423,acc_1256,EXTERNAL_TRANSFER,250.0,2022-08-18,EXTERNAL_TRANSFER
1833,acc_5081,Debit Purchase -visa Card XXXXdd Doordash Capr855-973-XXXXca,77.06,2022-12-19,FOOD_AND_BEVERAGES
603,acc_1773,UNCATEGORIZED,80.0,2022-07-06,UNCATEGORIZED
2856,acc_6439,Uber Eats,3.0,2023-02-24,TRAVEL
1741,acc_4820,AUTOMOTIVE,19.13,2020-10-19,AUTOMOTIVE
5812,acc_9395,GENESIS-FS CARD PAYMENT XXXXXX XXXXXXXXXXXXXXX WELLS STEVEN W,37.7,2022-07-14,GENERAL_MERCHANDISE
2064,acc_5647,INTER_ACCOUNT,0.8,2023-02-15,FOOD_AND_BEVERAGES
4801,acc_8384,AUTOMOTIVE,16.95,2022-04-11,AUTOMOTIVE
5065,acc_8648,PURCHASE AUTHORIZED ON 09/17 CASH APP*JEFFERY M XXXXXXXXXX CA SXXXXXXXXXXXXXXX CARD XXXX,200.0,2022-09-19,GENERAL_MERCHANDISE
2306,acc_5889,Cash App*Holman,20.0,2023-01-29,GENERAL_MERCHANDISE
1084,acc_3064,Amazon,21.36,2021-11-24,GENERAL_MERCHANDISE
3993,acc_7576,CASH APP*LAQUAN*ADD XXXXXXXXXX,3.0,2022-08-28,GENERAL_MERCHANDISE
4758,acc_8341,ENTERTAINMENT,6.5,2022-08-30,ENTERTAINMENT
5450,acc_9033,PURCHASE AUTHORIZED ON 11/05 MCDONALD'S FXXXXX FORT MYERS FL SXXXXXXXXXXXXXXX CARD XXXX,5.94,2022-11-07,FOOD_AND_BEVERAGES
5629,acc_9212,KEG STEAKHOUSE AND BAR ARLINGTON CARD: XXXXXXX 12/12/XXXX 20:20,102.69,2021-12-13,FOOD_AND_BEVERAGES
5366,acc_8949,ENTERTAINMENT,4.99,2022-07-06,ENTERTAINMENT
3924,acc_7507,CASH APP*APRIL RICKXXXXXX,1.0,2022-07-08,GENERAL_MERCHANDISE
409,acc_1215,BEALLS WG Bradenton FL XXXXXX 12/22,64.19,2022-12-22,GENERAL_MERCHANDISE
421,acc_1249,EXTERNAL_TRANSFER,8.76,2021-03-18,EXTERNAL_TRANSFER
3372,acc_6955,EXTERNAL_TRANSFER,450.0,2022-08-01,EXTERNAL_TRANSFER
407,acc_1213,CREDIT_CARD_PAYMENT,6335.97,2020-06-12,CREDIT_CARD_PAYMENT
145,acc_414,Publix,7.58,2022-02-14,GROCERIES
3661,acc_7244,CHECKCARD XXXX LAS AIRPORT LAS VEGAS NV XXXXXXXXXXXXXXXXXXXXXXX,3.0,2022-10-24,TRAVEL
1207,acc_3413,VALLARTA XXXX 09/24 #XXXXXXXXX PURCHASE VALLARTA XXXX RE,14.25,2022-09-26,GROCERIES
1448,acc_4036,DICKEYS FL-XXXX MARIANNA FL 03/18,24.19,2022-03-21,FOOD_AND_BEVERAGES
367,acc_1091,BJS WHOLESALE #0 955 F STRATFORD CT XXXXXX 02/19,92.27,2022-02-22,GENERAL_MERCHANDISE
303,acc_921,UNCATEGORIZED,9.88,2023-03-17,UNCATEGORIZED
1122,acc_3179,CHECKCARD XXXX WESTSIDEDBE SCOTTSDALE AZ XXXXXXXXXXXXXXXXXXXXXXX,4.9,2020-09-08,FOOD_AND_BEVERAGES
5601,acc_9184,ESSENTIAL_SERVICES,63.66,2021-08-17,ESSENTIAL_SERVICES
2921,acc_6504,Starbucks,30.0,2023-01-22,FOOD_AND_BEVERAGES
466,acc_1370,CREDIT_CARD_PAYMENT,100.0,2021-06-07,CREDIT_CARD_PAYMENT
5467,acc_9050,ACCOUNT_FEES,0.56,2022-10-12,ACCOUNT_FEES
5810,acc_9393,CHECKCARD XXXX AMAZON.COM*9R52W56Q3 AM AMZN.COM/BILLWA XXXXXXXXXXXXXXXXXXXXXXX,8.59,2022-08-19,GENERAL_MERCHANDISE
3668,acc_7251,LUCKYLAND,19.99,2022-10-03,FOOD_AND_BEVERAGES
1592,acc_4406,RECURRING DEBIT AFTERPAY AFTERPAY.COM,28.08,2022-03-15,GENERAL_MERCHANDISE
948,acc_2691,PURCHASE AUTHORIZED ON 07/18 JONS MARKETPLACE # GLENDALE CA SXXXXXXXXXXXXXXX CARD XXXX,20.25,2022-07-19,GROCERIES
4475,acc_8058,APPLE.COM/BILL XXX-XXX-XXXX CA               02/07,5.4,2021-02-08,GENERAL_MERCHANDISE
4217,acc_7800,Afterpay,122.0,2023-01-13,GENERAL_MERCHANDISE
4539,acc_8122,ESSENTIAL_SERVICES,179.22,2022-02-25,ESSENTIAL_SERVICES
4801,acc_8384,AUTOMOTIVE,35.95,2021-10-20,AUTOMOTIVE
5675,acc_9258,JTI*TWITCHTV SU XXX-XXXXXXX CA USA,4.99,2021-08-23,GENERAL_MERCHANDISE
2334,acc_5917,ATM_CASH,100.0,2022-11-11,ATM_CASH
4458,acc_8041,ESSENTIAL_SERVICES,74.99,2021-05-12,ESSENTIAL_SERVICES
4967,acc_8550,ATM_CASH,50.0,2022-02-04,ATM_CASH
3521,acc_7104,SELF_TRANSFER,0.67,2023-03-13,SELF_TRANSFER
410,acc_1219,UNCATEGORIZED,39.72,2021-02-05,UNCATEGORIZED
4758,acc_8341,PURCHASE AUTHORIZED ON 09/01 365 MARKET 888 43 TROY MI SXXXXXXXXXXXXXXX CARD XXXX,2.84,2022-09-06,GROCERIES
4309,acc_7892,CREDIT_CARD_PAYMENT,100.0,2021-09-27,CREDIT_CARD_PAYMENT
4559,acc_8142,AUTOMOTIVE,30.12,2022-12-23,AUTOMOTIVE
4632,acc_8215,EXTERNAL_TRANSFER,20.0,2022-07-08,EXTERNAL_TRANSFER
4353,acc_7936,CREDIT_CARD_PAYMENT,35.0,2021-03-29,CREDIT_CARD_PAYMENT
787,acc_2265,Playstation,24.99,2020-08-05,GENERAL_MERCHANDISE
943,acc_2683,POS Debit - Visa Check Card XXXX - 798 HOWARDS MINI 851 W RIDGEC THOMAS J FULLER POS TRANSACTION,87.14,2022-03-17,GENERAL_MERCHANDISE
5377,acc_8960,Debit: Signature purchase from XXXXXXXXXXXX CASH APP*THE MONEY XXXXXXXXXX CA US,490.0,2022-02-24,GENERAL_MERCHANDISE
1425,acc_3975,BETRIVERS.COM,200.0,2021-04-14,GENERAL_MERCHANDISE
4847,acc_8430,PURCHASE AUTHORIZED ON 03/03 COLADA CUBAN CAFE PEMBROKE PINE FL SXXXXXXXXXXXXXXX CARD XXXX,20.53,2022-03-07,FOOD_AND_BEVERAGES
5132,acc_8715,AUTOMOTIVE,21.47,2022-06-07,AUTOMOTIVE
5819,acc_9402,AVIAGAMES INC XXXXXXXXXX CA,4.99,2023-01-04,GENERAL_MERCHANDISE
5429,acc_9012,UNCATEGORIZED,6.0,2022-01-14,UNCATEGORIZED
1960,acc_5469,ENTERTAINMENT,4.33,2021-09-05,ENTERTAINMENT
5671,acc_9254,ESSENTIAL_SERVICES,92.41,2021-11-09,ESSENTIAL_SERVICES
1501,acc_4176,ACCOUNT_FEES,3.0,2023-01-05,ACCOUNT_FEES
4376,acc_7959,EXTERNAL_TRANSFER,2500.0,2021-02-15,EXTERNAL_TRANSFER
2003,acc_5586,Starbucks,13.61,2023-05-03,FOOD_AND_BEVERAGES
2264,acc_5847,Snack Soda Vending,2.85,2022-10-11,FOOD_AND_BEVERAGES
4283,acc_7866,UNCATEGORIZED,25.0,2021-08-26,UNCATEGORIZED
1043,acc_2949,HEALTHCARE_MEDICAL,10.0,2020-11-25,HEALTHCARE_MEDICAL
3168,acc_6751,UNCATEGORIZED,10.0,2023-06-05,UNCATEGORIZED
4232,acc_7815,PURCHASE AUTHORIZED ON 03/30 SHOPRITE HOWELL S1 HOWELL NJ SXXXXXXXXXXXXXXX CARD XXXX,2.99,2021-04-01,GROCERIES
3246,acc_6829,EXTERNAL_TRANSFER,34.0,2022-11-29,EXTERNAL_TRANSFER
656,acc_1917,ATM_CASH,1939.16,2022-01-11,ATM_CASH
2657,acc_6240,EXTERNAL_TRANSFER,9.99,2022-11-30,EXTERNAL_TRANSFER
4091,acc_7674,CHECKCARD XXXX BIG Y #98 LEE MA XXXXXXXXXXXXXXXXXXXXXXX,25.86,2021-05-24,GROCERIES
69,acc_192,Home Depot,50.0,2022-07-18,GENERAL_MERCHANDISE
2101,acc_5684,365 Market 888 432,2.52,2023-02-05,GROCERIES
4384,acc_7967,Afterpay,35.25,2022-01-19,GENERAL_MERCHANDISE
4862,acc_8445,EXTERNAL_TRANSFER,360.0,2022-07-08,EXTERNAL_TRANSFER
5922,acc_9505,CREDIT_CARD_PAYMENT,25.0,2022-08-09,CREDIT_CARD_PAYMENT
1579,acc_4377,RVT*LEBANON CSC,39.95,2022-08-01,EDUCATION
2784,acc_6367,Chick-fil-A,11.1,2023-06-08,FOOD_AND_BEVERAGES
4338,acc_7921,PURCHASE INTL AUTHORIZED ON 10/23 MERCADOPAGO COLOMB XXXXXBOGOTA COL SXXXXXXXXXXXXXXX CARD XXXX,56.83,2021-10-25,FOOD_AND_BEVERAGES
1589,acc_4399,SELF_TRANSFER,400.0,2021-10-27,SELF_TRANSFER
4483,acc_8066,AUTOMOTIVE,4.31,2022-06-15,AUTOMOTIVE
539,acc_1589,INSURANCE,164.3,2022-06-16,INSURANCE
617,acc_1810,ESSENTIAL_SERVICES,137.45,2022-07-11,ESSENTIAL_SERVICES
4896,acc_8479,EXTERNAL_TRANSFER,10.0,2022-08-23,EXTERNAL_TRANSFER
3862,acc_7445,AUTOMOTIVE,14.11,2022-10-21,AUTOMOTIVE
4307,acc_7890,INSURANCE,258.27,2021-09-10,INSURANCE
5892,acc_9475,AFTERPAY AFTERPAY.COM CAUS,19.24,2022-04-03,GENERAL_MERCHANDISE
4270,acc_7853,PURCHASE AUTHORIZED ON 10/01 GG III SAVE A LOT TAMPA FL SXXXXXXXXXXXXXXX CARD XXXX,10.84,2022-10-03,GROCERIES
4298,acc_7881,XXXXX POS SIGNATURE SONIC DRIVE IN # WOODLAND PARK CO 1 XXXXXXXXXXXX,14.87,2021-03-26,FOOD_AND_BEVERAGES
4329,acc_7912,EXTERNAL_TRANSFER,40.0,2022-05-16,EXTERNAL_TRANSFER
1870,acc_5190,ENTERTAINMENT,4.31,2023-01-04,ENTERTAINMENT
3323,acc_6906,Lyft,3.35,2022-06-22,TRAVEL
5119,acc_8702,PURCHASE AUTHORIZED ON 01/31 FEDEX XXXXXXXXXXXX MEMPHIS TN SXXXXXXXXXXXXXXX CARD XXXX,11.39,2022-02-02,GENERAL_MERCHANDISE
2347,acc_5930,Kroger,30.02,2022-11-28,GROCERIES
4690,acc_8273,AUTOMOTIVE,44.63,2022-10-07,AUTOMOTIVE
3439,acc_7022,McDonald's,4.24,2022-08-18,FOOD_AND_BEVERAGES
3561,acc_7144,ENTERTAINMENT,100.0,2022-05-31,ENTERTAINMENT
3228,acc_6811,RECURRING PAYMENT AUTHORIZED ON 08/20 APPLE.COM/BILL CA SXXXXXXXXXXXXXXX CARD XXXX,2.99,2022-08-23,GENERAL_MERCHANDISE
932,acc_2663,TARGET DEBIT CRD ACH TRAN XXXXXXXXXXXXXXX POS ID: XXXXXXXXXX,67.43,2022-10-03,GROCERIES
5266,acc_8849,PURCHASE AUTHORIZED ON 05/14 DOLLARTRE XXXX DORCHES NORTH CHARLES SC PXXXXXXXXXXXXXXXXX CARD XXXX,5.1,2021-05-14,GENERAL_MERCHANDISE
3151,acc_6734,UNCATEGORIZED,100.0,2023-02-20,UNCATEGORIZED
4152,acc_7735,AUTOMOTIVE,9.29,2021-02-12,AUTOMOTIVE
3151,acc_6734,7-Eleven,13.55,2023-03-07,GENERAL_MERCHANDISE
5053,acc_8636,UBER   EATS HELP.UBER.COM CA                 03/03,24.85,2022-03-03,TRAVEL
5528,acc_9111,ENTERTAINMENT,14.99,2021-12-10,ENTERTAINMENT
3440,acc_7023,ESSENTIAL_SERVICES,1009.99,2023-01-27,ESSENTIAL_SERVICES
2017,acc_5600,ATM_CASH,104.0,2022-09-09,ATM_CASH
659,acc_1930,CHECKCARD XXXX FRUIT FIXED CHESTER Chester VA XXXXXXXXXXXXXXXXXXXXXXX,178.08,2022-04-12,GROCERIES
4865,acc_8448,PURCHASE AUTHORIZED ON 04/02 TST* AMERICA S BAC FORT LAUDERDA FL SXXXXXXXXXXXXXXX CARD XXXX,44.41,2021-04-05,FOOD_AND_BEVERAGES
5422,acc_9005,RECURRING PAYMENT AUTHORIZED ON 05/24 APPLE.COM/BILL XXX-XXX-XXXX CA SXXXXXXXXXXXXXXX CARD XXXX,7.99,2021-05-25,GENERAL_MERCHANDISE
2094,acc_5677,ESSENTIAL_SERVICES,65.0,2023-02-15,ESSENTIAL_SERVICES
367,acc_1092,APPLE.COM/BILL CA 04/25,15.86,2022-04-25,GENERAL_MERCHANDISE
4306,acc_7889,AUTOMOTIVE,16.68,2021-12-17,AUTOMOTIVE
3962,acc_7545,Southwest Tennessee Em,56.0,2022-10-12,TRAVEL
1204,acc_3406,CHECKCARD XXXX TST* THE DONUT PALACE ELLISVILLE MO XXXXXXXXXXXXXXXXXXXXXXX,33.22,2021-11-03,FOOD_AND_BEVERAGES
3450,acc_7033,McDonald's,9.0,2023-03-27,FOOD_AND_BEVERAGES
1733,acc_4805,INSURANCE,270.0,2021-07-16,INSURANCE
303,acc_920,ATM_CASH,175.6,2022-06-11,ATM_CASH
5587,acc_9170,AUTOMOTIVE,48.87,2021-02-22,AUTOMOTIVE
5102,acc_8685,AUTOMOTIVE,5.7,2022-03-22,AUTOMOTIVE
4376,acc_7959,McDonald's,4.28,2021-11-17,FOOD_AND_BEVERAGES
4297,acc_7880,GOODWILL # 046 SUPRISE AZ                    02/13,45.45,2021-02-16,GENERAL_MERCHANDISE
4950,acc_8533,AUTOMOTIVE,12.16,2022-04-18,AUTOMOTIVE
4778,acc_8361,EXTERNAL_TRANSFER,100.0,2021-10-08,EXTERNAL_TRANSFER
3821,acc_7404,CHECKCARD XXXX EXPEDIA XXXXXXXXXXXXXX EXPEDIA.COM WA XXXXXXXXXXXXXXXXXXXXXXX,90.26,2023-03-27,TRAVEL
1603,acc_4441,ATM_CASH,178.32,2022-06-15,ATM_CASH
4310,acc_7893,SELF_TRANSFER,0.0,2021-09-17,SELF_TRANSFER
3564,acc_7147,ACCOUNT_FEES,0.34,2022-07-01,ACCOUNT_FEES
4384,acc_7967,SELF_TRANSFER,0.53,2022-02-04,SELF_TRANSFER
5701,acc_9284,SQ *HAIR ON WHE SQUARE PURCHASE HUEYTOWN ALUS,49.5,2022-05-26,GENERAL_MERCHANDISE
4397,acc_7980,Amazon,57.63,2021-12-18,GENERAL_MERCHANDISE
4757,acc_8340,POS Debit - Visa Check Card XXXX - AFTERPAY AFTERPAY.COM CA,14.06,2021-08-23,GENERAL_MERCHANDISE
3940,acc_7523,AUTOMOTIVE,1.64,2022-05-06,AUTOMOTIVE
177,acc_503,AUTOMOTIVE,1783.12,2020-12-09,AUTOMOTIVE
4296,acc_7879,Withdrawal CONSUMER DEBIT / LYFT *1 RIDE 11-05 lyft.com CA Date 11/07/21 XXXXXXXXXXXXXXXXXXXXXXX XXXX %% Card 15 #XXXX,40.99,2021-11-07,TRAVEL
378,acc_1125,LOAN,100.29,2021-02-28,LOAN
934,acc_2666,Starbucks,4.11,2022-01-10,FOOD_AND_BEVERAGES
787,acc_2265,PURCHASE AUTHORIZED ON 08/23 BODEGA R-RANCH LA PUENTE CA PXXXXXXXXXXXXXXXXX CARD XXXX,24.72,2020-08-24,FOOD_AND_BEVERAGES
1541,acc_4276,ESSENTIAL_SERVICES,147.13,2021-12-27,ESSENTIAL_SERVICES
4037,acc_7620,LOAN,5.0,2021-06-29,LOAN
4648,acc_8231,LOAN,22.92,2022-08-17,LOAN
5454,acc_9037,ENTERTAINMENT,1.12,2021-12-03,ENTERTAINMENT
3114,acc_6697,Uber Eats,33.76,2022-06-12,TRAVEL
1659,acc_4585,Amazon Digit*2P7QQ6B amzn.com/bill WA 08/10,7.55,2021-08-10,GENERAL_MERCHANDISE
916,acc_2627,FUEGO - FGXXXX XXXXXX,63.73,2022-04-25,GENERAL_MERCHANDISE
2083,acc_5666,ENTERTAINMENT,1.23,2022-07-30,ENTERTAINMENT
794,acc_2281,ENTERTAINMENT,25.0,2022-05-02,ENTERTAINMENT
755,acc_2187,PALM CANYON LI 03/24 #XXXXXXXXX PURCHASE PALM CANYON LIQUO,28.39,2022-03-24,FOOD_AND_BEVERAGES
4756,acc_8339,LOAN,5.99,2021-09-10,LOAN
5429,acc_9012,EXTERNAL_TRANSFER,6.0,2021-11-03,EXTERNAL_TRANSFER
4348,acc_7931,LOAN,24.08,2021-11-15,LOAN
4763,acc_8346,E-ZPASS MA XXX-XXXXXXX /MA US CARD PURCHASE,30.0,2021-04-12,TRAVEL
4868,acc_8451,PURCHASE XXXX LYFT *2 RIDES 0 SAN FRANCISCOCA XXXXXXXXXXXXXXXXXXXXXXX,31.19,2022-07-25,TRAVEL
167,acc_481,EXTERNAL_TRANSFER,58.75,2022-06-21,EXTERNAL_TRANSFER
1986,acc_5559,DOR GAYNOR ACAPULCO ACAPULCO GRO MX Date 10/29/21 1 XXXXXXXXXX 0 XXXX,32.42,2021-10-31,FOOD_AND_BEVERAGES
5057,acc_8640,PURCHASE AUTHORIZED ON 03/24 WM SUPERCENTER #10 HOUSTON TX SXXXXXXXXXXXXXXX CARD XXXX,3.84,2022-03-25,GROCERIES
3657,acc_7240,SELF_TRANSFER,0.77,2023-02-21,SELF_TRANSFER
5135,acc_8718,ATM_CASH,300.0,2022-03-21,ATM_CASH
5703,acc_9286,CREDIT_CARD_PAYMENT,25.0,2021-08-18,CREDIT_CARD_PAYMENT
2513,acc_6096,Hollywood Candy,18.15,2022-09-25,FOOD_AND_BEVERAGES
4840,acc_8423,LOAN,104.0,2021-12-10,LOAN
4027,acc_7610,EXTERNAL_TRANSFER,6.96,2020-12-14,EXTERNAL_TRANSFER
1261,acc_3554,Chick-fil-A,2.24,2021-09-13,FOOD_AND_BEVERAGES
4870,acc_8453,XXXX XXXXXXXX SAVE A LOT #241 SAVE A LOT 241 STANTON MI C#XXXX,33.72,2022-11-09,GROCERIES
299,acc_909,365 Market H 888 432-32 TROY MI 01/11,0.75,2022-01-11,GROCERIES
4312,acc_7895,EXTERNAL_TRANSFER,11.14,2022-05-06,EXTERNAL_TRANSFER
4682,acc_8265,EXTERNAL_TRANSFER,9.5,2021-04-12,EXTERNAL_TRANSFER
3452,acc_7035,Dollar General,65.2,2023-02-07,GENERAL_MERCHANDISE
3421,acc_7004,Hardee's,9.95,2023-02-04,FOOD_AND_BEVERAGES
548,acc_1620,EXTERNAL_TRANSFER,130.0,2022-04-05,EXTERNAL_TRANSFER
4851,acc_8434,AUTOMOTIVE,12.0,2021-03-23,AUTOMOTIVE
290,acc_885,PURCHASE AUTHORIZED ON 04/09 CASH APP*JACOB BEE XXXXXXXXXX CA SXXXXXXXXXXXXXXX CARD XXXX,400.0,2022-04-11,GENERAL_MERCHANDISE
4361,acc_7944,EXTERNAL_TRANSFER,6.0,2022-03-28,EXTERNAL_TRANSFER
3421,acc_7004,SELF_TRANSFER,0.07,2023-02-11,SELF_TRANSFER
4856,acc_8439,LOAN,1.0,2022-06-27,LOAN
5388,acc_8971,AUTOMOTIVE,29.15,2020-12-21,AUTOMOTIVE
5940,acc_9523,ATM_CASH,300.0,2023-01-09,ATM_CASH
2347,acc_5930,"RECURRING PURCHASE AT APPLE.COM/BILL, XXX-XXX-XXXX, CA ON XXXXXX FROM CARD#: XXXXXXXXXXXXXXXX",7.5,2023-02-06,GENERAL_MERCHANDISE
5310,acc_8893,SAMS CLUB #697,31.25,2021-08-17,GENERAL_MERCHANDISE
1741,acc_4820,PURCHASE AUTHORIZED ON 03/08 HILL TOP MARKET ASHLAND CITY TN PXXXXXXXXXXXXXXXXX CARD XXXX,7.75,2021-03-08,GROCERIES
2042,acc_5625,Purchase E-K SUPER MART,13.65,2022-09-18,GENERAL_MERCHANDISE
5564,acc_9147,Withdrawal POS #XXXXXXXXXXXX POS WAL Wal-Mart Super XXXXXX XXXXWAL-SAMS MOREHEAD KY,49.85,2022-05-17,GROCERIES
5055,acc_8638,PANDA EXPRESS #XXXX MARION IL,18.89,2021-11-27,FOOD_AND_BEVERAGES
1430,acc_3991,ATM_CASH,20.0,2020-11-06,ATM_CASH
1968,acc_5487,Amazon,11.54,2021-05-10,GENERAL_MERCHANDISE
1611,acc_4471,UNCATEGORIZED,1750.0,2021-04-02,UNCATEGORIZED
876,acc_2527,EXTERNAL_TRANSFER,2.43,2022-09-15,EXTERNAL_TRANSFER
